Epoch, Batch, Loss
[1/1],[928/938],1.4733
[1/1],[929/938],1.5002
[1/1],[930/938],1.5002
[1/1],[931/938],1.4918
[1/1],[932/938],1.4764
[1/1],[933/938],1.4689
[1/1],[934/938],1.4670
[1/1],[935/938],1.4657
[1/1],[936/938],1.4952
[1/1],[937/938],1.5139
