Epoch, Batch, Loss
[1/1],[927/938],1.4708
[1/1],[928/938],1.4832
[1/1],[929/938],1.4985
[1/1],[930/938],1.4884
[1/1],[931/938],1.4981
[1/1],[932/938],1.5028
[1/1],[933/938],1.4861
[1/1],[934/938],1.4670
[1/1],[935/938],1.4802
[1/1],[936/938],1.4928
[1/1],[937/938],1.4886
